vendor_id,vendor_name,category,spend_amount,date,department,payment_method,transaction_type,year,month,month_name,quarter,quarter_label,spend_tier
V005,Tech Mahindra,HR & Payroll,5762.13,16-07-2023,R&D,Cheque,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V016,Reliance Jio,Marketing,26106.46,04-01-2023,IT,Cheque,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V002,Infosys Ltd,Facilities,19765,13-06-2023,Sales,Credit Card,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V015,IBM India,Cloud Infrastructure,15308.86,03-10-2023,Operations,NEFT,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V004,HCL Technologies,Cloud Infrastructure,15682.95,18-09-2023,HR,Bank Transfer,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V018,BSNL,Legal & Compliance,78782.89,29-05-2023,Marketing,UPI,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V017,Airtel Business,Legal & Compliance,54454.63,28-11-2023,Sales,UPI,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V008,Hexaware Technologies,Logistics,75542.02,20-12-2023,HR,Credit Card,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V011,Amazon Web Services,Logistics,20229,18-03-2023,HR,UPI,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V018,BSNL,IT Services,207781.2,08-01-2023,IT,RTGS,Invoice,2023,1,January,1,Q1,Critical (>₹2L)
V011,Amazon Web Services,HR & Payroll,40064.62,07-05-2023,Finance,Credit Card,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V012,Microsoft India,Logistics,56691.24,26-05-2023,Operations,Bank Transfer,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V001,Tata Consultancy Services,Marketing,106886.18,26-10-2023,Finance,Cheque,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V006,L&T Infotech,IT Services,27696.7,15-06-2023,R&D,Cheque,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V018,BSNL,Telecom,36544.74,20-11-2023,Administration,NEFT,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V015,IBM India,Cloud Infrastructure,430583.92,02-06-2023,HR,Unknown,Invoice,2023,6,June,2,Q2,Critical (>₹2L)
V007,Mphasis,Cloud Infrastructure,8458.89,17-08-2023,Sales,UPI,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V014,SAP India,HR & Payroll,28491.72,09-10-2023,Finance,NEFT,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V014,SAP India,Logistics,9213.6,20-09-2023,HR,Bank Transfer,Invoice,2023,9,September,3,Q3,Tail (<₹10K)
V012,Microsoft India,Unknown,33684.23,09-01-2023,Operations,UPI,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V005,Tech Mahindra,Unknown,24674.51,17-09-2023,Legal,RTGS,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V005,Tech Mahindra,HR & Payroll,18896.67,28-09-2023,Marketing,Unknown,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V004,HCL Technologies,Cloud Infrastructure,160392.56,14-03-2023,Operations,RTGS,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V020,Blue Dart Express,Marketing,32632.24,30-07-2023,IT,UPI,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V010,Capgemini India,Cloud Infrastructure,27773.7,02-12-2023,Operations,Credit Card,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V002,Infosys Ltd,Cloud Infrastructure,11785.32,22-10-2023,Legal,Cheque,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V014,SAP India,Cloud Infrastructure,12048.45,02-03-2023,Administration,Credit Card,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V014,SAP India,Facilities,77308.15,10-11-2023,Sales,Cheque,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V015,IBM India,Facilities,34833.88,19-10-2023,Marketing,UPI,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V003,Wipro Technologies,Telecom,114096.76,16-10-2023,Administration,Unknown,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V007,Mphasis,Telecom,82317.88,06-04-2023,Marketing,Bank Transfer,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V008,Hexaware Technologies,Logistics,13097.63,26-01-2023,Administration,Bank Transfer,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V018,BSNL,IT Services,6159.17,01-12-2023,Operations,Unknown,Invoice,2023,12,December,4,Q4,Tail (<₹10K)
V017,Airtel Business,Cloud Infrastructure,90130.08,25-05-2023,Administration,Unknown,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V005,Tech Mahindra,Facilities,20240.68,29-11-2023,Administration,RTGS,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V015,IBM India,Telecom,47086.91,08-07-2023,HR,Credit Card,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V014,SAP India,Marketing,76681.82,31-10-2023,Administration,Cheque,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V018,BSNL,HR & Payroll,13265.73,25-03-2023,HR,Unknown,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V011,Amazon Web Services,Marketing,25026.23,09-11-2023,IT,Unknown,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V003,Wipro Technologies,Legal & Compliance,64793.91,02-11-2023,Procurement,UPI,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V011,Amazon Web Services,Logistics,36544.74,23-12-2023,Administration,Credit Card,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V008,Hexaware Technologies,Legal & Compliance,6589.91,26-10-2023,Operations,UPI,Invoice,2023,10,October,4,Q4,Tail (<₹10K)
V004,HCL Technologies,Marketing,210823.91,11-07-2023,IT,Unknown,Invoice,2023,7,July,3,Q3,Critical (>₹2L)
V016,Reliance Jio,Logistics,12488.74,20-12-2023,Finance,RTGS,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V015,IBM India,Cloud Infrastructure,17689.91,23-01-2023,Marketing,Unknown,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V001,Tata Consultancy Services,Logistics,22062.94,07-11-2023,R&D,Credit Card,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V008,Hexaware Technologies,IT Services,36886.55,16-03-2023,Marketing,NEFT,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V019,DHL India,Telecom,93900.9,15-12-2023,Operations,NEFT,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V020,BLUE DART EXPRESS,Cloud Infrastructure,38942.85,15-08-2023,Marketing,Credit Card,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V006,L&T Infotech,HR & Payroll,4945.22,05-08-2023,Finance,Bank Transfer,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V011,Amazon Web Services,Logistics,257530.53,22-03-2023,Marketing,Credit Card,Invoice,2023,3,March,1,Q1,Critical (>₹2L)
V017,Airtel Business,IT Services,39848.58,03-07-2023,Procurement,Cheque,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V004,HCL Technologies,IT Services,5648.83,25-08-2023,Sales,Cheque,Credit Note,2023,8,August,3,Q3,Tail (<₹10K)
V004,HCL Technologies,IT Services,59606.37,23-01-2023,HR,Cheque,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V004,HCL Technologies,Legal & Compliance,12932.57,16-05-2023,Procurement,Cheque,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V014,SAP India,HR & Payroll,104607.2,24-05-2023,Marketing,Cheque,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V020,Blue Dart Express,IT Services,8144.62,03-12-2023,R&D,Unknown,Invoice,2023,12,December,4,Q4,Tail (<₹10K)
V007,Mphasis,Facilities,47712.65,30-07-2023,HR,Bank Transfer,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,Telecom,233603.93,27-03-2023,Administration,Bank Transfer,Invoice,2023,3,March,1,Q1,Critical (>₹2L)
V002,Infosys Ltd,Marketing,72538.18,14-05-2023,Marketing,Unknown,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V009,Cognizant India,Telecom,16058.13,13-12-2023,Marketing,UPI,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V009,Cognizant India,Cloud Infrastructure,153500.13,28-01-2023,Administration,Unknown,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V018,BSNL,Facilities,20824.78,24-11-2023,Marketing,Credit Card,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V020,Blue Dart Express,Facilities,42484.25,27-09-2023,Administration,Cheque,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V004,HCL Technologies,IT Services,51810.3,30-09-2023,Legal,Cheque,Credit Note,2023,9,September,3,Q3,Strategic (₹50K–2L)
V017,Airtel Business,Legal & Compliance,72046.61,27-11-2023,Legal,Unknown,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V019,DHL India,Unknown,126127.42,10-11-2023,Legal,Bank Transfer,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V014,SAP India,HR & Payroll,33547.05,13-05-2023,R&D,RTGS,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V016,Reliance Jio,Cloud Infrastructure,20926.4,12-05-2023,Operations,Credit Card,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V014,SAP India,Facilities,39773.87,15-07-2023,Legal,Cheque,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V017,Airtel Business,Cloud Infrastructure,97370.93,10-03-2023,Administration,Unknown,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V017,Airtel Business,Telecom,25366.66,01-09-2023,IT,Cheque,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V006,L&T Infotech,Cloud Infrastructure,10622.55,14-05-2023,Marketing,Credit Card,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V002,Infosys Ltd,HR & Payroll,51864.07,29-09-2023,HR,Cheque,Invoice,2023,9,September,3,Q3,Strategic (₹50K–2L)
V012,Microsoft India,Telecom,18176.31,30-11-2023,R&D,Unknown,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V011,Amazon Web Services,Telecom,20471.95,17-07-2023,Marketing,Credit Card,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V019,DHL India,Marketing,18197.11,08-07-2023,Administration,UPI,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V012,MICROSOFT INDIA,HR & Payroll,37885.22,22-03-2023,Legal,RTGS,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V015,IBM India,HR & Payroll,125361.68,21-12-2023,Administration,Cheque,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V019,DHL INDIA,Legal & Compliance,74175.44,01-02-2023,HR,Credit Card,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V013,Oracle India,HR & Payroll,55035.73,25-08-2023,HR,Credit Card,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V009,Cognizant India,Marketing,89032.11,13-10-2023,Marketing,RTGS,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V014,SAP India,Logistics,21251.49,09-06-2023,R&D,RTGS,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V009,Cognizant India,IT Services,15334.6,07-04-2023,Operations,Unknown,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V005,Tech Mahindra,Logistics,53879.28,17-06-2023,Procurement,NEFT,Invoice,2023,6,June,2,Q2,Strategic (₹50K–2L)
V017,Airtel Business,Marketing,53761.5,22-12-2023,HR,RTGS,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V008,Hexaware Technologies,Unknown,149515.69,11-09-2023,R&D,UPI,Invoice,2023,9,September,3,Q3,Strategic (₹50K–2L)
V013,ORACLE INDIA,Marketing,50878.22,11-10-2023,Legal,RTGS,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V020,Blue Dart Express,Telecom,97389.35,29-11-2023,Marketing,Cheque,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V004,HCL Technologies,IT Services,12999.93,12-03-2023,Finance,Credit Card,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V013,Oracle India,Logistics,36544.74,04-12-2023,Finance,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V011,Amazon Web Services,Marketing,35517.62,09-10-2023,Administration,Credit Card,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V012,Microsoft India,Legal & Compliance,17689.54,07-01-2023,Procurement,RTGS,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V016,Reliance Jio,HR & Payroll,22870.97,13-06-2023,Legal,Credit Card,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V006,L&T Infotech,Unknown,11062.94,27-10-2023,IT,Cheque,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V001,Tata Consultancy Services,Logistics,39380.81,30-01-2023,HR,NEFT,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V002,Infosys Ltd,Facilities,243584.74,23-03-2023,HR,Unknown,Invoice,2023,3,March,1,Q1,Critical (>₹2L)
V001,Tata Consultancy Services,IT Services,2293.18,01-01-2023,Legal,Unknown,Invoice,2023,1,January,1,Q1,Tail (<₹10K)
V013,Oracle India,Unknown,36868.43,12-02-2023,IT,Cheque,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V020,Blue Dart Express,Marketing,41485.83,24-07-2023,Marketing,Credit Card,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V001,Tata Consultancy Services,Facilities,12573.81,21-08-2023,Procurement,RTGS,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V013,Oracle India,IT Services,96281.45,01-01-2023,Procurement,UPI,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V008,Hexaware Technologies,Telecom,18494.99,25-01-2023,Operations,Unknown,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V012,Microsoft India,IT Services,75886.95,25-04-2023,IT,Unknown,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V006,L&T Infotech,Facilities,52510.03,15-12-2023,IT,NEFT,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V012,Microsoft India,Cloud Infrastructure,13485.95,05-12-2023,Finance,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V012,Microsoft India,Unknown,9125.32,26-04-2023,HR,Bank Transfer,Invoice,2023,4,April,2,Q2,Tail (<₹10K)
V019,DHL India,Marketing,25302.93,03-05-2023,Legal,RTGS,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V013,Oracle India,HR & Payroll,28899.9,02-05-2023,IT,UPI,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V008,Hexaware Technologies,IT Services,89901.46,11-01-2023,Marketing,RTGS,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V006,L&T Infotech,HR & Payroll,438222.02,19-02-2023,Marketing,Cheque,Invoice,2023,2,February,1,Q1,Critical (>₹2L)
V003,Wipro Technologies,HR & Payroll,19219.7,17-06-2023,Sales,Cheque,Credit Note,2023,6,June,2,Q2,Mid (₹10K–50K)
V011,Amazon Web Services,HR & Payroll,345036.33,14-06-2023,Marketing,UPI,Invoice,2023,6,June,2,Q2,Critical (>₹2L)
V020,Blue Dart Express,Marketing,229956.14,26-04-2023,Marketing,Unknown,Invoice,2023,4,April,2,Q2,Critical (>₹2L)
V014,SAP India,Telecom,68580.6,28-07-2023,HR,Credit Card,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V008,HEXAWARE TECHNOLOGIES,Cloud Infrastructure,31938.38,01-03-2023,Procurement,Cheque,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V012,Microsoft India,Facilities,3142.96,08-08-2023,HR,Unknown,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V015,IBM India,Telecom,26820.4,04-03-2023,HR,NEFT,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V011,Amazon Web Services,Cloud Infrastructure,3697907.91,21-11-2023,Sales,Bank Transfer,Invoice,2023,11,November,4,Q4,Critical (>₹2L)
V013,Oracle India,HR & Payroll,12221.15,10-09-2023,Procurement,Cheque,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,Logistics,96395.19,05-01-2023,Finance,RTGS,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V001,Tata Consultancy Services,Facilities,16610.61,01-08-2023,Operations,NEFT,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V006,L&T Infotech,Marketing,36544.74,14-05-2023,Finance,Cheque,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V007,Mphasis,Marketing,91210.17,10-02-2023,Marketing,Unknown,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V010,Capgemini India,Facilities,327011.47,07-02-2023,Procurement,Cheque,Invoice,2023,2,February,1,Q1,Critical (>₹2L)
V011,Amazon Web Services,Facilities,174306.64,06-12-2023,Procurement,Unknown,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V020,Blue Dart Express,IT Services,108932.37,26-11-2023,Operations,Cheque,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V019,DHL India,Cloud Infrastructure,71365.02,06-07-2023,Sales,Bank Transfer,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V017,Airtel Business,IT Services,90288.29,08-07-2023,Finance,Unknown,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V005,Tech Mahindra,HR & Payroll,103295.56,02-12-2023,Legal,Bank Transfer,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V015,IBM India,HR & Payroll,31651.86,13-01-2023,Legal,Cheque,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V005,TECH MAHINDRA,Unknown,35969.72,13-09-2023,Marketing,Cheque,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V002,Infosys Ltd,Cloud Infrastructure,463511.95,12-08-2023,Legal,Cheque,Invoice,2023,8,August,3,Q3,Critical (>₹2L)
V010,Capgemini India,IT Services,19214.08,13-04-2023,Legal,RTGS,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V011,Amazon Web Services,Telecom,25683.64,28-03-2023,Administration,Credit Card,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V012,Microsoft India,Cloud Infrastructure,5864.99,10-02-2023,Procurement,Cheque,Invoice,2023,2,February,1,Q1,Tail (<₹10K)
V001,Tata Consultancy Services,Logistics,46113.99,20-10-2023,HR,Cheque,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V008,hexaware technologies,Logistics,26434.14,06-03-2023,Finance,Credit Card,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V011,Amazon Web Services,Telecom,80382.91,14-03-2023,HR,Bank Transfer,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V013,Oracle India,Marketing,12356.07,07-10-2023,R&D,NEFT,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V001,Tata Consultancy Services,Facilities,38492.78,17-01-2023,R&D,NEFT,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V004,HCL Technologies,Logistics,553950.95,14-04-2023,Sales,RTGS,Invoice,2023,4,April,2,Q2,Critical (>₹2L)
V018,BSNL,Cloud Infrastructure,19847.42,10-05-2023,Legal,RTGS,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V003,Wipro Technologies,Legal & Compliance,49605.62,21-12-2023,R&D,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V007,Mphasis,Telecom,34787.34,07-02-2023,R&D,Cheque,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V003,Wipro Technologies,HR & Payroll,77707.17,16-02-2023,Procurement,NEFT,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V013,Oracle India,Telecom,3457.83,05-08-2023,Marketing,Credit Card,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
